grievance,offense_tag
"Yesterday, a female student wore a ripped midriff-baring tube top and short shorts. Her skimpy attire breaches our modesty and decency norms.","Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
A male student entered the classroom today improperly wearing his cap despite reminders on the rule banning hats indoors.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
I noticed a female student walking barefoot across the campus grounds earlier today. She violates footwear policy mandating closed shoes.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
A male student sat through my class yesterday with long hair hanging untidily over his face. His shaggy hairstyle breaches stipulations.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
I saw a female student moving around the hallway wearing just a bra top and miniskirt. Her overly revealing outfit violates stipulated modesty policies.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
"Yesterday, a male student walked into the campus building wearing slippers. He remains obstinate in flouting indoor footwear rules.","Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
A female student wore a miniskirt with such high slits that it exposed most of her thighs. This inappropriate skirt breaches stipulations.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
I noticed a male student had inappropriate drawings and text tattooed on his arms and neck visible as he sat in class. Our policies prohibit vulgar visible tattoos.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
A female student wore a sheer see-through blouse with bright red undergarments clearly visible underneath. Our rules prohibit such transparent clothing.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
"Yesterday, I saw a male student walking barefoot across the campus corridor. He continues violating closed shoes footwear policy.","Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
A female student moved along the hallway wearing just a camisole top and mini skirt. Her skimpy clothing violates stipulated modesty standards.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
I noticed a male student had adorned his ears with large hoop earrings earlier today. Such accessories are strictly prohibited according to stipulations.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
A female student wore an extremely short miniskirt that exposed most of her thighs as she walked through campus this morning. The short skirt breaches modesty policy.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
"Yesterday, a male student entered the classroom still wearing his cap despite the clear rule prohibiting hats indoors.","Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
I saw a female student wearing just a bra top barely covering her chest as she walked across campus. Such skimpy tops violate stipulated dress codes.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
A male student sat through my class with hair falling haphazardly over his face. His shaggy hairstyle violates grooming policy.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
"Yesterday, I noticed a female student walking around campus with loud neon green hair. Unnaturally colored hair breaches our stipulated decorum policies.","Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
A male student moved along the hallway noisily wearing loose slippers that shuffled with each step. Such indoor footwear violates policy.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
I saw a female student wearing a ripped midriff-baring halter top exposing her bare abdomen. Our dress code prohibits such skimpy revealing tops.,"Section 12, item 12.1.2 - Violation of Section 10 (Proper Uniform, Dress Code and Related Rules/Regulations)."
