Grievance/Complaint,Offense Tag(s)
I'm staff grievant about a student who continually annoys me by loitering around my office making unnecessary small talk. I request this pestering behavior be disciplined.,12.1.11
"As an administrator, I'm submitting an official complaint about a student badgering staff with trivial emails and calls daily. This unjust pestering violates policy and warrants discipline.",12.1.11
I'm a student filing a grievance about classmates pestering me for private tutoring outside class after I've refused. Their repeated badgering is unjust vexation requiring discipline.,12.1.11
"As faculty, I'm reporting a student who vexes me by interrupting my lectures with jokes, gossip, and chatter. His disruptive behavior violates policy and requires discipline.",12.1.11
I'm staff grievant about a student who continually annoys me by loitering near my office to make idle small talk. I request this pestering behavior be disciplined as unjust vexation.,12.1.11
"As an administrator, I'm submitting an official complaint about a student badgering campus staff daily with nonessential emails and calls. This unjust pestering violates policy.",12.1.11
I'm a student filing a grievance about my classmate pestering me for notes and to copy homework despite refusal. His repeated badgering is unjust vexation requiring discipline.,12.1.11
"As faculty, I'm reporting a student who vexes me by making disruptive jokes and asides during my lectures. His behavior violates policy and requires disciplinary action.",12.1.11
I'm staff grievant about a student who continually annoys me by loitering outside my office to chat about nonsense. I request this pestering behavior be disciplined.,12.1.11
"As an administrator, I'm submitting an official complaint about a student badgering the front desk staff by calling daily with trivial questions. This unjust pestering violates policy.",12.1.11
I'm a student filing a grievance about my classmate pestering me for private tutoring outside class despite refusal. His repeated badgering is unjust vexation requiring discipline.,12.1.11
"As faculty, I'm reporting a student who vexes me by interrupting my lecture to tell stories and jokes. His disruptive behavior violates policy and requires discipline.",12.1.11
I'm staff grievant about a student who continually annoys me by loitering near my office making idle chatter. I request this pestering behavior be disciplined as unjust vexation.,12.1.11
"As an administrator, I'm submitting an official complaint about a student pestering campus staff by repeatedly emailing with trivial questions. This badgering violates policy.",12.1.11
